Run 1: Cruise Speed | V-infity: 135.833 m/s | p = 0.7708kg/m^3 | a = 2.1| max-drag = 7759.1N

:thickness , 7.97 , :generation , 1190304 , :positon-camber , 4.818756598020998 , :CD-Induced , 0.05568404309938527 , :Lift , 162290.6376910043 , :corrected-thickness , 0.0797 , :score , 162290.6376910043 , :cl-2D , 0.4052584868676854 , :Drag , 9332.571515489673 , :corrected-position-camber , 0.4818756598020998 , :corrected-max-camber , 0.014199999999999999 , :max-camber , 1.42 , :CL-3D , 0.9683289165063995 , 
:thickness , 14.44 , :generation , 683261 , :positon-camber , 3.176109399180153 , :CD-Induced , 0.05568308967803078 , :Lift , 162289.2483161194 , :corrected-thickness , 0.1444 , :score , 162289.2483161194 , :cl-2D , 0.4052566751858425 , :Drag , 9332.411723339535 , :corrected-position-camber , 0.31761093991801526 , :corrected-max-camber , 0.016399999999999998 , :max-camber , 1.64 , :CL-3D , 0.9683206266142896 , 
:thickness , 12.04 , :generation , 553980 , :positon-camber , 4.746490444437834 , :CD-Induced , 0.05568238257019552 , :Lift , 162288.21787434575 , :corrected-thickness , 0.1204 , :score , 162288.21787434575 , :cl-2D , 0.4052553315364994 , :Drag , 9332.293213007411 , :corrected-position-camber , 0.47464904444378336 , :corrected-max-camber , 0.0143 , :max-camber , 1.43 , :CL-3D , 0.9683144783448614 , 
:thickness , 7.9999999999999964 , :generation , 250147 , :positon-camber , 1.7619199829847603 , :CD-Induced , 0.055678005850053315 , :Lift , 162281.83969836577 , :corrected-thickness , 0.07999999999999996 , :score , 162281.83969836577 , :cl-2D , 0.4052470146842666 , :Drag , 9331.559680536404 , :corrected-position-camber , 0.17619199829847604 , :corrected-max-camber , 0.018000000000000002 , :max-camber , 1.8 , :CL-3D , 0.968276422100066 , 
:thickness , 17.979999999999997 , :generation , 77532 , :positon-camber , 5.943887669810829 , :CD-Induced , 0.05565924477468956 , :Lift , 162254.49642075985 , :corrected-thickness , 0.17979999999999996 , :score , 162254.49642075985 , :cl-2D , 0.40521136029026383 , :Drag , 9328.415349273906 , :corrected-position-camber , 0.5943887669810829 , :corrected-max-camber , 0.0124 , :max-camber , 1.24 , :CL-3D , 0.9681132747567898 , 
:thickness , 21.58 , :generation , 66628 , :positon-camber , 7.39 , :CD-Induced , 0.05565526304530524 , :Lift , 162248.69266746202 , :corrected-thickness , 0.2158 , :score , 162248.69266746202 , :cl-2D , 0.40520379245915894 , :Drag , 9327.74801672824 , :corrected-position-camber , 0.739 , :corrected-max-camber , 0.0097 , :max-camber , 0.97 , :CL-3D , 0.9680786458821824 , 
:thickness , 17.51 , :generation , 40548 , :positon-camber , 6.0137515599985765 , :CD-Induced , 0.055654330817618364 , :Lift , 162247.3338260105 , :corrected-thickness , 0.1751 , :score , 162247.3338260105 , :cl-2D , 0.40520202059152854 , :Drag , 9327.591776608588 , :corrected-position-camber , 0.6013751559998577 , :corrected-max-camber , 0.0123 , :max-camber , 1.23 , :CL-3D , 0.9680705381719092 , 
:thickness , 16.61 , :generation , 17702 , :positon-camber , 2.5709938362097557 , :CD-Induced , 0.05564536862291713 , :Lift , 162234.2696967852 , :corrected-thickness , 0.1661 , :score , 162234.2696967852 , :cl-2D , 0.40518498555946636 , :Drag , 9326.089724704136 , :corrected-position-camber , 0.25709938362097556 , :corrected-max-camber , 0.0171 , :max-camber , 1.71 , :CL-3D , 0.9679925892878712 , 
:thickness , 19.4 , :generation , 5528 , :positon-camber , 4.704359822853068 , :CD-Induced , 0.05523954013838867 , :Lift , 161641.58990429097 , :corrected-thickness , 0.19399999999999998 , :score , 161641.58990429097 , :cl-2D , 0.40441215798759983 , :Drag , 9258.073410800262 , :corrected-position-camber , 0.47043598228530675 , :corrected-max-camber , 0.0143 , :max-camber , 1.43 , :CL-3D , 0.9644562855955173 , 
:thickness , 12.1 , :generation , 4652 , :positon-camber , 1.1860538900264666 , :CD-Induced , 0.05518010899570198 , :Lift , 161554.61298853531 , :corrected-thickness , 0.121 , :score , 161554.61298853531 , :cl-2D , 0.40429874403378674 , :Drag , 9248.112830380825 , :corrected-position-camber , 0.11860538900264665 , :corrected-max-camber , 0.0184 , :max-camber , 1.84 , :CL-3D , 0.9639373261299989 , 
:thickness , 14.07 , :generation , 2659 , :positon-camber , 2.576458806470399 , :CD-Induced , 0.055141048971534296 , :Lift , 161497.42350203654 , :corrected-thickness , 0.1407 , :score , 161497.42350203654 , :cl-2D , 0.404224171536889 , :Drag , 9241.566422313956 , :corrected-position-camber , 0.2576458806470399 , :corrected-max-camber , 0.017 , :max-camber , 1.7 , :CL-3D , 0.9635960973673001 , 
:thickness , 8.93 , :generation , 2312 , :positon-camber , 4.975879865923494 , :CD-Induced , 0.05465483255657176 , :Lift , 160783.83023306183 , :corrected-thickness , 0.08929999999999999 , :score , 160783.83023306183 , :cl-2D , 0.4032936782750196 , :Drag , 9160.077198254849 , :corrected-position-camber , 0.4975879865923494 , :corrected-max-camber , 0.0138 , :max-camber , 1.38 , :CL-3D , 0.9593383471556819 , 
:thickness , 15.85 , :generation , 1141 , :positon-camber , 2.068106251776361 , :CD-Induced , 0.05442214785458781 , :Lift , 160441.20873211505 , :corrected-thickness , 0.1585 , :score , 160441.20873211505 , :cl-2D , 0.402846915375391 , :Drag , 9121.079551874362 , :corrected-position-camber , 0.2068106251776361 , :corrected-max-camber , 0.0174 , :max-camber , 1.74 , :CL-3D , 0.9572940498905785 , 
:thickness , 8.62 , :generation , 106 , :positon-camber , 6.729957520076382 , :CD-Induced , 0.05329345116946291 , :Lift , 158768.7438845729 , :corrected-thickness , 0.0862 , :score , 158768.7438845729 , :cl-2D , 0.40066609705911493 , :Drag , 8931.911489590813 , :corrected-position-camber , 0.6729957520076382 , :corrected-max-camber , 0.010700000000000001 , :max-camber , 1.07 , :CL-3D , 0.9473150634452915 , 

