Run 3: Max Speed| V-infity: 163.17m/s| p = 0.6805kg/m^3| a = 2.1| max-drag = 7759.1N

:thickness , 35.53999999999999 , :generation , 476317 , :positon-camber , 4.81 , :CD-Induced , 0.03638446122531753 , :Lift , 167132.80794426106 , :corrected-thickness , 0.35539999999999994 , :score , 167132.80794426106 , :cl-2D , 0.3646988867462239 , :Drag , 7768.947081754558 , :corrected-position-camber , 0.481 , :corrected-max-camber , 0.0109 , :max-camber , 1.09 , :CL-3D , 0.7827363355850085 , 
:thickness , 34.16 , :generation , 304802 , :positon-camber , 3.28 , :CD-Induced , 0.03638295099703173 , :Lift , 167129.3392751533 , :corrected-thickness , 0.34159999999999996 , :score , 167129.3392751533 , :cl-2D , 0.36469533657163666 , :Drag , 7768.624612127728 , :corrected-position-camber , 0.32799999999999996 , :corrected-max-camber , 0.0125 , :max-camber , 1.25 , :CL-3D , 0.7827200906993983 , 
:thickness , 24.18 , :generation , 262479 , :positon-camber , 5.32 , :CD-Induced , 0.03638212779765256 , :Lift , 167127.44853316023 , :corrected-thickness , 0.2418 , :score , 167127.44853316023 , :cl-2D , 0.36469340140170076 , :Drag , 7768.448839498449 , :corrected-position-camber , 0.532 , :corrected-max-camber , 0.0103 , :max-camber , 1.03 , :CL-3D , 0.782711235750586 , 
:thickness , 16.05 , :generation , 219137 , :positon-camber , 2.2902318958356513 , :CD-Induced , 0.03638059966525645 , :Lift , 167123.93862918168 , :corrected-thickness , 0.1605 , :score , 167123.93862918168 , :cl-2D , 0.36468980902332127 , :Drag , 7768.122546918607 , :corrected-position-camber , 0.22902318958356513 , :corrected-max-camber , 0.0134 , :max-camber , 1.34 , :CL-3D , 0.782694797748902 , 
:thickness , 22.05 , :generation , 196600 , :positon-camber , 4.72 , :CD-Induced , 0.03637276893128598 , :Lift , 167105.95138397402 , :corrected-thickness , 0.2205 , :score , 167105.95138397402 , :cl-2D , 0.3646713991206045 , :Drag , 7766.450499132848 , :corrected-position-camber , 0.472 , :corrected-max-camber , 0.011000000000000001 , :max-camber , 1.1 , :CL-3D , 0.7826105577329874 , 
:thickness , 18.31 , :generation , 38863 , :positon-camber , 6.472960408926948 , :CD-Induced , 0.036351123151824954 , :Lift , 167056.22081650383 , :corrected-thickness , 0.18309999999999998 , :score , 167056.22081650383 , :cl-2D , 0.3646205000030014 , :Drag , 7761.828610845575 , :corrected-position-camber , 0.6472960408926948 , :corrected-max-camber , 0.0088 , :max-camber , 0.88 , :CL-3D , 0.782377653597486 , 
:thickness , 18.98 , :generation , 735 , :positon-camber , 6.027925883671544 , :CD-Induced , 0.03445446896690809 , :Lift , 162639.6817655249 , :corrected-thickness , 0.1898 , :score , 162639.6817655249 , :cl-2D , 0.3601001827818277 , :Drag , 7356.847871849381 , :corrected-position-camber , 0.6027925883671543 , :corrected-max-camber , 0.0091 , :max-camber , 0.91 , :CL-3D , 0.7616935902154823 , 
:thickness , 11.26 , :generation , 290 , :positon-camber , 1.2664917837585965 , :CD-Induced , 0.03221699579038006 , :Lift , 157270.1335872741 , :corrected-thickness , 0.11259999999999999 , :score , 157270.1335872741 , :cl-2D , 0.3546044629840623 , :Drag , 6879.094179204456 , :corrected-position-camber , 0.12664917837585965 , :corrected-max-camber , 0.0131 , :max-camber , 1.31 , :CL-3D , 0.7365462806208699 , 
:thickness , 20.01 , :generation , 44 , :positon-camber , 5.82 , :CD-Induced , 0.030784765234748407 , :Lift , 153734.6128512156 , :corrected-thickness , 0.20010000000000003 , :score , 153734.6128512156 , :cl-2D , 0.3509858659141509 , :Drag , 6573.278921238461 , :corrected-position-camber , 0.5820000000000001 , :corrected-max-camber , 0.0087 , :max-camber , 0.87 , :CL-3D , 0.7199883074774394 , 
:thickness , 26.5 , :generation , 12 , :positon-camber , 4.41 , :CD-Induced , 0.021037803605123934 , :Lift , 127087.8210728947 , :corrected-thickness , 0.265 , :score , 127087.8210728947 , :cl-2D , 0.3237129378647827 , :Drag , 4492.070994604283 , :corrected-position-camber , 0.441 , :corrected-max-camber , 0.0079 , :max-camber , 0.79 , :CL-3D , 0.5951928683999388 , 
:thickness , 30.77 , :generation , 9 , :positon-camber , 5.02 , :CD-Induced , 1.5667598625803494 , :Lift , 1096743.2094240966 , :corrected-thickness , 0.3077 , :score , 0 , :cl-2D , 1.3161529231053204 , :Drag , 334540.46184237674 , :corrected-position-camber , 0.502 , :corrected-max-camber , 0.0862 , :max-camber , 8.62 , :CL-3D , 5.136398839829559 , 

