Run 2: Cruise Speed | V-infity: 135.833 m/s | p = 0.7708kg/m^3 | a = 2.1

:thickness , 3.83 , :generation , 1686109 , :positon-camber , 2.2761982965187357 , :CD-Induced , 1.0524353234203145 , :Lift , 705546.7477761762 , :corrected-thickness , 0.0383 , :score , 352773.2286652401 , :cl-2D , 1.1136398181965677 , :Drag , 176386.75955546804 , :corrected-position-camber , 0.22761982965187358 , :corrected-max-camber , 0.08810000000000001 , :max-camber , 8.81 , :CL-3D , 4.20973956069795 , 
:thickness , 6.66 , :generation , 1585583 , :positon-camber , 2.522212615875307 , :CD-Induced , 1.052435533378437 , :Lift , 705546.8181535474 , :corrected-thickness , 0.0666 , :score , 352773.22866520745 , :cl-2D , 1.1136399099654684 , :Drag , 176386.79474416995 , :corrected-position-camber , 0.25222126158753067 , :corrected-max-camber , 0.0868 , :max-camber , 8.68 , :CL-3D , 4.2097399806140015 , 
:thickness , 0.25 , :generation , 932570 , :positon-camber , 2.1597556621319627 , :CD-Induced , 1.052432758256387 , :Lift , 705545.8879398855 , :corrected-thickness , 0.0025 , :score , 352773.2286650701 , :cl-2D , 1.1136386970090373 , :Drag , 176386.3296374077 , :corrected-position-camber , 0.21597556621319627 , :corrected-max-camber , 0.0886 , :max-camber , 8.86 , :CL-3D , 4.209734430369081 , 
:thickness , 2.98 , :generation , 61831 , :positon-camber , 1.6579781882683908 , :CD-Induced , 1.0524534543981234 , :Lift , 705552.8252030011 , :corrected-thickness , 0.0298 , :score , 352773.2286365633 , :cl-2D , 1.1136477428855411 , :Drag , 176389.79828321893 , :corrected-position-camber , 0.16579781882683908 , :corrected-max-camber , 0.09119999999999999 , :max-camber , 9.12 , :CL-3D , 4.209775822482465 , 
:thickness , 8.17 , :generation , 36537 , :positon-camber , 5.820070325140652 , :CD-Induced , 1.0523189292640094 , :Lift , 705507.7317020773 , :corrected-thickness , 0.0817 , :score , 352773.2276025248 , :cl-2D , 1.1135889430052899 , :Drag , 176367.25204977626 , :corrected-position-camber , 0.5820070325140652 , :corrected-max-camber , 0.0637 , :max-camber , 6.37 , :CL-3D , 4.209506766044506 , 
:thickness , 3.98 , :generation , 19539 , :positon-camber , 7.093933436333071 , :CD-Induced , 1.052649396860318 , :Lift , 705618.5009453188 , :corrected-thickness , 0.0398 , :score , 352773.2249870994 , :cl-2D , 1.113733381075182 , :Drag , 176422.6379791097 , :corrected-position-camber , 0.7093933436333071 , :corrected-max-camber , 0.052000000000000005 , :max-camber , 5.2 , :CL-3D , 4.210167685631837 , 
:thickness , 12.34 , :generation , 8607 , :positon-camber , 3.6947830714989074 , :CD-Induced , 1.0526577281922327 , :Lift , 705621.2932949474 , :corrected-thickness , 0.1234 , :score , 352773.2246964459 , :cl-2D , 1.1137370221724665 , :Drag , 176424.03429925072 , :corrected-position-camber , 0.3694783071498907 , :corrected-max-camber , 0.0795 , :max-camber , 7.95 , :CL-3D , 4.210184346561443 , 
:thickness , 11.25 , :generation , 390 , :positon-camber , 1.9050055012385736 , :CD-Induced , 1.0548078245656338 , :Lift , 706341.5558366773 , :corrected-thickness , 0.1125 , :score , 352772.7806567897 , :cl-2D , 1.114676211863563 , :Drag , 176784.3875899438 , :corrected-position-camber , 0.19050055012385736 , :corrected-max-camber , 0.09 , :max-camber , 9.0 , :CL-3D , 4.214481889885916 , 
:thickness , 14.45 , :generation , 172 , :positon-camber , 6.3280169381407685 , :CD-Induced , 1.0644630493040383 , :Lift , 709566.9542467827 , :corrected-thickness , 0.1445 , :score , 352761.77343419124 , :cl-2D , 1.1188819851211491 , :Drag , 178402.59040629573 , :corrected-position-camber , 0.6328016938140768 , :corrected-max-camber , 0.0596 , :max-camber , 5.96 , :CL-3D , 4.233726663288714 , 
:thickness , 4.82 , :generation , 44 , :positon-camber , 0.5927410791052138 , :CD-Induced , 1.038163134897173 , :Lift , 700746.4201494462 , :corrected-thickness , 0.0482 , :score , 352756.900642743 , :cl-2D , 1.1073804086622605 , :Drag , 173994.75975335162 , :corrected-position-camber , 0.05927410791052138 , :corrected-max-camber , 0.09449999999999999 , :max-camber , 9.45 , :CL-3D , 4.181097760309457 , 
:thickness , 1.36 , :generation , 19 , :positon-camber , 2.3115554644044325 , :CD-Induced , 1.0325057302534268 , :Lift , 698834.4750852914 , :corrected-thickness , 0.013600000000000001 , :score , 352741.3025566834 , :cl-2D , 1.104887319003754 , :Drag , 173046.586264304 , :corrected-position-camber , 0.23115554644044325 , :corrected-max-camber , 0.0872 , :max-camber , 8.72 , :CL-3D , 4.169689882943679 , 
