Run 1: Cruise Speed | V-infity: 135.833 m/s | p = 0.7708kg/m^3 | a = 2.1

:thickness , 19.230000000000004 , :generation , 1279252 , :positon-camber , 5.230998801363764 , :CD-Induced , 1.0524330523316396 , :Lift , 705545.9865132 , :corrected-thickness , 0.19230000000000003 , :score , 352773.2286651427 , :cl-2D , 1.1136388255441694 , :Drag , 176386.37892402863 , :corrected-position-camber , 0.5230998801363764 , :corrected-max-camber , 0.0684 , :max-camber , 6.84 , :CL-3D , 4.2097350185200195 , 
:thickness , 10.580000000000002 , :generation , 110745 , :positon-camber , 1.5484327923709278 , :CD-Induced , 1.0524452475725372 , :Lift , 705550.0743163743 , :corrected-thickness , 0.10580000000000002 , :score , 352773.2286560286 , :cl-2D , 1.1136441558541301 , :Drag , 176388.42283017284 , :corrected-position-camber , 0.1548432792370928 , :corrected-max-camber , 0.0917 , :max-camber , 9.17 , :CL-3D , 4.209759408947434 , 
:thickness , 10.230000000000002 , :generation , 38709 , :positon-camber , 5.370341549658415 , :CD-Induced , 1.0522874949041576 , :Lift , 705497.1943312676 , :corrected-thickness , 0.10230000000000002 , :score , 352773.22694546764 , :cl-2D , 1.1135752027516153 , :Drag , 176361.9836929 , :corrected-position-camber , 0.5370341549658415 , :corrected-max-camber , 0.0674 , :max-camber , 6.74 , :CL-3D , 4.209443893404383 , 
:thickness , 19.740000000000002 , :generation , 5499 , :positon-camber , 4.5022267853739795 , :CD-Induced , 1.052265008002834 , :Lift , 705489.656215199 , :corrected-thickness , 0.19740000000000002 , :score , 352773.2263788686 , :cl-2D , 1.1135653733901092 , :Drag , 176358.2149181652 , :corrected-position-camber , 0.45022267853739795 , :corrected-max-camber , 0.0739 , :max-camber , 7.39 , :CL-3D , 4.209398916221047 , 
:thickness , 26.42 , :generation , 1641 , :positon-camber , 3.22 , :CD-Induced , 1.0530644821115718 , :Lift , 705757.608498948 , :corrected-thickness , 0.2642 , :score , 352773.1970693536 , :cl-2D , 1.1139147710167001 , :Drag , 176492.20571479722 , :corrected-position-camber , 0.322 , :corrected-max-camber , 0.0827 , :max-camber , 8.27 , :CL-3D , 4.210997689559359 , 
:thickness , 22.87 , :generation , 1335 , :positon-camber , 5.95 , :CD-Induced , 1.0566835913448576 , :Lift , 706969.3211438959 , :corrected-thickness , 0.22870000000000001 , :score , 352771.79393239866 , :cl-2D , 1.1154947893555303 , :Drag , 177098.7636057486 , :corrected-position-camber , 0.595 , :corrected-max-camber , 0.06280000000000001 , :max-camber , 6.28 , :CL-3D , 4.218227536020579 , 
:thickness , 21.74 , :generation , 570 , :positon-camber , 4.89 , :CD-Induced , 1.0571860662800079 , :Lift , 707137.3904441185 , :corrected-thickness , 0.21739999999999998 , :score , 352771.434971812 , :cl-2D , 1.115713944101215 , :Drag , 177182.97773615326 , :corrected-position-camber , 0.489 , :corrected-max-camber , 0.0712 , :max-camber , 7.12 , :CL-3D , 4.219230344104262 , 
:thickness , 18.54 , :generation , 8 , :positon-camber , 2.5989221481470905 , :CD-Induced , 1.0250582570757842 , :Lift , 696309.5640967834 , :corrected-thickness , 0.18539999999999998 , :score , 352712.76475415216 , :cl-2D , 1.1015949495773971 , :Drag , 171798.39967131562 , :corrected-position-camber , 0.25989221481470903 , :corrected-max-camber , 0.08529999999999999 , :max-camber , 8.53 , :CL-3D , 4.154624661951498 , 
:thickness , 11.1 , :generation , 3 , :positon-camber , 6.502869729810867 , :CD-Induced , 2.0053346706367052 , :Lift , 973916.0376723032 , :corrected-thickness , 0.111 , :score , 301733.19373600907 , :cl-2D , 1.4635812018923722 , :Drag , 336091.42196814704 , :corrected-position-camber , 0.6502869729810867 , :corrected-max-camber , 0.0805 , :max-camber , 8.05 , :CL-3D , 5.811001022270931 , 
:thickness , 3.64 , :generation , 1 , :positon-camber , 1.9768269914069254 , :CD-Induced , 0.2592056581072977 , :Lift , 350146.9316366728 , :corrected-thickness , 0.0364 , :score , 263261.8849747997 , :cl-2D , 0.6502145750428909 , :Drag , 43442.52333093655 , :corrected-position-camber , 0.19768269914069253 , :corrected-max-camber , 0.042699999999999995 , :max-camber , 4.27 , :CL-3D , 2.089198759421558 , 

