Run 2: Max Speed| V-infity: 163.17m/s| p = 0.6805kg/m^3| a = 2.1

:thickness , 22.63 , :generation , 942247 , :positon-camber , 7.64 , :CD-Induced , 4.209800875639236 , :Lift , 1797771.588048063 , :corrected-thickness , 0.2263 , :score , 898879.0628838456 , :cl-2D , 2.0336538023793285 , :Drag , 898892.5251642173 , :corrected-position-camber , 0.764 , :corrected-max-camber , 0.09449999999999999 , :max-camber , 9.45 , :CL-3D , 8.419538703118532 , 
:thickness , 19.37 , :generation , 797438 , :positon-camber , 7.876680146269157 , :CD-Induced , 4.2096359134791745 , :Lift , 1797736.364625564 , :corrected-thickness , 0.1937 , :score , 898879.0628025439 , :cl-2D , 2.033617751290122 , :Drag , 898857.3018230202 , :corrected-position-camber , 0.7876680146269157 , :corrected-max-camber , 0.08900000000000001 , :max-camber , 8.9 , :CL-3D , 8.419373740577708 , 
:thickness , 19.74 , :generation , 280652 , :positon-camber , 8.672226785373978 , :CD-Induced , 4.209357232682688 , :Lift , 1797676.857948017 , :corrected-thickness , 0.1974 , :score , 898879.061097386 , :cl-2D , 2.033556846347092 , :Drag , 898797.7968506311 , :corrected-position-camber , 0.8672226785373978 , :corrected-max-camber , 0.0687 , :max-camber , 6.87 , :CL-3D , 8.419095051795422 , 
:thickness , 12.74 , :generation , 219027 , :positon-camber , 7.761022015261101 , :CD-Induced , 4.209171534011084 , :Lift , 1797637.2046389882 , :corrected-thickness , 0.1274 , :score , 898879.0588675338 , :cl-2D , 2.0335162612795514 , :Drag , 898758.1457714544 , :corrected-position-camber , 0.7761022015261101 , :corrected-max-camber , 0.09179999999999999 , :max-camber , 9.18 , :CL-3D , 8.418909342680708 , 
:thickness , 9.62 , :generation , 124585 , :positon-camber , 8.48039196328037 , :CD-Induced , 4.2089005439637335 , :Lift , 1797579.337000646 , :corrected-thickness , 0.0962 , :score , 898879.0540438833 , :cl-2D , 2.033457033889251 , :Drag , 898700.2829567626 , :corrected-position-camber , 0.848039196328037 , :corrected-max-camber , 0.07400000000000001 , :max-camber , 7.4 , :CL-3D , 8.41863833004266 , 
:thickness , 6.23 , :generation , 44312 , :positon-camber , 8.295615467391384 , :CD-Induced , 4.21228482665456 , :Lift , 1798301.8884316662 , :corrected-thickness , 0.0623 , :score , 898878.9806991261 , :cl-2D , 2.0341965635614954 , :Drag , 899422.90773254 , :corrected-position-camber , 0.8295615467391384 , :corrected-max-camber , 0.0788 , :max-camber , 7.88 , :CL-3D , 8.422022269236557 , 
:thickness , 0.11 , :generation , 10232 , :positon-camber , 7.919422882749425 , :CD-Induced , 4.20692617919281 , :Lift , 1797157.6718189544 , :corrected-thickness , 0.0011 , :score , 898878.9626579502 , :cl-2D , 2.03302546057803 , :Drag , 898278.7091610042 , :corrected-position-camber , 0.7919422882749425 , :corrected-max-camber , 0.08810000000000001 , :max-camber , 8.81 , :CL-3D , 8.416663537282217 , 
:thickness , 5.96 , :generation , 7290 , :positon-camber , 8.323883785213901 , :CD-Induced , 4.213639477527797 , :Lift , 1798591.0278771205 , :corrected-thickness , 0.0596 , :score , 898878.8699923449 , :cl-2D , 2.0344924970966733 , :Drag , 899712.1578847757 , :corrected-position-camber , 0.8323883785213901 , :corrected-max-camber , 0.0782 , :max-camber , 7.82 , :CL-3D , 8.423376401634568 , 
:thickness , 1.68 , :generation , 622 , :positon-camber , 8.357978634708646 , :CD-Induced , 4.2248823304848715 , :Lift , 1800988.9339973277 , :corrected-thickness , 0.0168 , :score , 898876.1598403871 , :cl-2D , 2.0369467483112143 , :Drag , 902112.7741569406 , :corrected-position-camber , 0.8357978634708646 , :corrected-max-camber , 0.0775 , :max-camber , 7.75 , :CL-3D , 8.434606562084179 , 
:thickness , 2.49 , :generation , 97 , :positon-camber , 7.85028079582762 , :CD-Induced , 3.770252918690202 , :Lift , 1701331.636778695 , :corrected-thickness , 0.024900000000000002 , :score , 896293.0454760634 , :cl-2D , 1.934947741479573 , :Drag , 805038.5913026317 , :corrected-position-camber , 0.785028079582762 , :corrected-max-camber , 0.0848 , :max-camber , 8.48 , :CL-3D , 7.967879600461937 , 
:thickness , 4.89 , :generation , 77 , :positon-camber , 8.4672289788336 , :CD-Induced , 5.15940253452568 , :Lift , 1990230.7950795167 , :corrected-thickness , 0.0489 , :score , 888575.7501970832 , :cl-2D , 2.230635343327071 , :Drag , 1101655.0448824335 , :corrected-position-camber , 0.84672289788336 , :corrected-max-camber , 0.0824 , :max-camber , 8.24 , :CL-3D , 9.320886656966328 , 
